YEAR,MONTH,DAY,DATE,SITE,TRANSECT,DISTANCE,SIDE,SP_CODE_1,SP_CODE_2,SP_CODE_3,SUBSTRTE,OBSERVER,NOTES,ENTERED BY,CHECKED BY,DEPTH @ 0 M,DEPTH @ 40 M,VISIBILITY,TEMP,SP_CODE_0,SP_CODE_4,SP_CODE_5
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,32,O,COTR,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,33,I,,,,S,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,33,O,RAT,,,SH,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,34,I,RAT,,,BL,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,34,O,RAT,,,BL,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,35,I,COTR,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,35,O,,,,SH,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,36,I,COTR,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,36,O,SL,,,SH,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,37,I,ECTO,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,37,O,BUNE,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,38,I,GRAM,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,38,O,GRAM,ECTO,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,39,I,COTR,GRAM,,BL,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,39,O,COTR,UAB,,BL,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,40,I,SL,,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
2016,8,23,2016-08-23T00:00:00Z,Ft. Weatherill,2,40,O,COTR,ASPO,,B,LINDSAY GREEN,,LINDSAY GREEN,Jack Girard,9.666666667,6.333333333,0.666666667,,,,
